"SecondaryStratumID","Timestep","Amount","TransitionGroupID"
"Sainte-Anne-de-Sabrevois",1,11.25,"Agricultural Expansion [Type]"
"Sainte-Anne-de-Sabrevois",2,0.36,"Agricultural Expansion [Type]"
"Sainte-Anne-de-Sabrevois",1,12.69,"Agricultural Loss [Type]"
"Sainte-Anne-de-Sabrevois",2,67.95,"Agricultural Loss [Type]"
"Sainte-Anne-de-Sabrevois",1,2.79,"Deforestation [Type]"
"Sainte-Anne-de-Sabrevois",2,13.5,"Deforestation [Type]"
"Sainte-Anne-de-Sorel",1,11.79,"Agricultural Expansion [Type]"
"Sainte-Anne-de-Sorel",2,0.63,"Agricultural Expansion [Type]"
"Sainte-Anne-de-Sorel",1,29.07,"Agricultural Loss [Type]"
"Sainte-Anne-de-Sorel",2,12.06,"Agricultural Loss [Type]"
"Sainte-Anne-de-Sorel",1,7.11,"Deforestation [Type]"
"Sainte-Anne-de-Sorel",2,1.17,"Deforestation [Type]"
"Sainte-Barbe",1,38.7,"Agricultural Expansion [Type]"
"Sainte-Barbe",2,0.72,"Agricultural Expansion [Type]"
"Sainte-Barbe",1,40.14,"Agricultural Loss [Type]"
"Sainte-Barbe",2,12.15,"Agricultural Loss [Type]"
"Sainte-Barbe",1,8.19,"Deforestation [Type]"
"Sainte-Barbe",2,14.58,"Deforestation [Type]"
"Sainte-Brigide-d'Iberville",1,72.45,"Agricultural Expansion [Type]"
"Sainte-Brigide-d'Iberville",2,0.81,"Agricultural Expansion [Type]"
"Sainte-Brigide-d'Iberville",1,3.06,"Agricultural Loss [Type]"
"Sainte-Brigide-d'Iberville",2,28.26,"Agricultural Loss [Type]"
"Sainte-Brigide-d'Iberville",1,2.34,"Deforestation [Type]"
"Sainte-Brigide-d'Iberville",2,0.99,"Deforestation [Type]"
"Sainte-Catherine",1,3.96,"Agricultural Expansion [Type]"
"Sainte-Catherine",2,0.36,"Agricultural Expansion [Type]"
"Sainte-Catherine",1,23.22,"Agricultural Loss [Type]"
"Sainte-Catherine",2,8.55,"Agricultural Loss [Type]"
"Sainte-Catherine",1,25.65,"Deforestation [Type]"
"Sainte-Catherine",2,1.71,"Deforestation [Type]"
"Sainte-Cécile-de-Milton",1,131.85,"Agricultural Expansion [Type]"
"Sainte-Cécile-de-Milton",2,4.5,"Agricultural Expansion [Type]"
"Sainte-Cécile-de-Milton",1,4.14,"Agricultural Loss [Type]"
"Sainte-Cécile-de-Milton",2,23.67,"Agricultural Loss [Type]"
"Sainte-Cécile-de-Milton",1,8.19,"Deforestation [Type]"
"Sainte-Cécile-de-Milton",2,14.67,"Deforestation [Type]"
"Sainte-Christine",1,163.89,"Agricultural Expansion [Type]"
"Sainte-Christine",2,9.54,"Agricultural Expansion [Type]"
"Sainte-Christine",1,17.64,"Agricultural Loss [Type]"
"Sainte-Christine",2,0.54,"Agricultural Loss [Type]"
"Sainte-Christine",1,17.01,"Deforestation [Type]"
"Sainte-Christine",2,0.27,"Deforestation [Type]"
"Sainte-Clotilde",1,162.99,"Agricultural Expansion [Type]"
"Sainte-Clotilde",2,21.96,"Agricultural Expansion [Type]"
"Sainte-Clotilde",1,21.06,"Agricultural Loss [Type]"
"Sainte-Clotilde",2,8.91,"Agricultural Loss [Type]"
"Sainte-Clotilde",1,19.17,"Deforestation [Type]"
"Sainte-Clotilde",2,10.35,"Deforestation [Type]"
"Sainte-Hélène-de-Bagot",1,98.28,"Agricultural Expansion [Type]"
"Sainte-Hélène-de-Bagot",2,3.15,"Agricultural Expansion [Type]"
"Sainte-Hélène-de-Bagot",1,14.94,"Agricultural Loss [Type]"
"Sainte-Hélène-de-Bagot",2,32.85,"Agricultural Loss [Type]"
"Sainte-Hélène-de-Bagot",1,5.76,"Deforestation [Type]"
"Sainte-Hélène-de-Bagot",2,2.79,"Deforestation [Type]"
"Sainte-Julie",1,22.68,"Agricultural Expansion [Type]"
"Sainte-Julie",2,1.08,"Agricultural Expansion [Type]"
"Sainte-Julie",1,76.14,"Agricultural Loss [Type]"
"Sainte-Julie",2,166.86,"Agricultural Loss [Type]"
"Sainte-Julie",1,14.67,"Deforestation [Type]"
"Sainte-Julie",2,5.76,"Deforestation [Type]"
"Sainte-Justine-de-Newton",1,40.14,"Agricultural Expansion [Type]"
"Sainte-Justine-de-Newton",2,4.59,"Agricultural Expansion [Type]"
"Sainte-Justine-de-Newton",1,2.34,"Agricultural Loss [Type]"
"Sainte-Justine-de-Newton",2,3.78,"Agricultural Loss [Type]"
"Sainte-Justine-de-Newton",1,0.36,"Deforestation [Type]"
"Sainte-Justine-de-Newton",2,1.26,"Deforestation [Type]"
"Sainte-Madeleine",1,2.88,"Agricultural Expansion [Type]"
"Sainte-Madeleine",2,0.09,"Agricultural Expansion [Type]"
"Sainte-Madeleine",1,3.33,"Agricultural Loss [Type]"
"Sainte-Madeleine",2,8.73,"Agricultural Loss [Type]"
"Sainte-Madeleine",1,2.79,"Deforestation [Type]"
"Sainte-Madeleine",2,0,"Deforestation [Type]"
"Sainte-Marie-Madeleine",1,31.41,"Agricultural Expansion [Type]"
"Sainte-Marie-Madeleine",2,0.27,"Agricultural Expansion [Type]"
"Sainte-Marie-Madeleine",1,2.25,"Agricultural Loss [Type]"
"Sainte-Marie-Madeleine",2,14.31,"Agricultural Loss [Type]"
"Sainte-Marie-Madeleine",1,46.35,"Deforestation [Type]"
"Sainte-Marie-Madeleine",2,19.62,"Deforestation [Type]"
"Sainte-Marthe",1,15.75,"Agricultural Expansion [Type]"
"Sainte-Marthe",2,0.27,"Agricultural Expansion [Type]"
"Sainte-Marthe",1,5.85,"Agricultural Loss [Type]"
"Sainte-Marthe",2,1.53,"Agricultural Loss [Type]"
"Sainte-Marthe",1,3.87,"Deforestation [Type]"
"Sainte-Marthe",2,5.13,"Deforestation [Type]"
"Sainte-Martine",1,16.02,"Agricultural Expansion [Type]"
"Sainte-Martine",2,0.09,"Agricultural Expansion [Type]"
"Sainte-Martine",1,14.94,"Agricultural Loss [Type]"
"Sainte-Martine",2,74.16,"Agricultural Loss [Type]"
"Sainte-Martine",1,2.7,"Deforestation [Type]"
"Sainte-Martine",2,1.08,"Deforestation [Type]"
"Sainte-Sabine",1,90.99,"Agricultural Expansion [Type]"
"Sainte-Sabine",2,1.8,"Agricultural Expansion [Type]"
"Sainte-Sabine",1,12.33,"Agricultural Loss [Type]"
"Sainte-Sabine",2,12.24,"Agricultural Loss [Type]"
"Sainte-Sabine",1,7.2,"Deforestation [Type]"
"Sainte-Sabine",2,23.58,"Deforestation [Type]"
"Sainte-Victoire-de-Sorel",1,69.93,"Agricultural Expansion [Type]"
"Sainte-Victoire-de-Sorel",2,3.42,"Agricultural Expansion [Type]"
"Sainte-Victoire-de-Sorel",1,20.52,"Agricultural Loss [Type]"
"Sainte-Victoire-de-Sorel",2,30.42,"Agricultural Loss [Type]"
"Sainte-Victoire-de-Sorel",1,16.92,"Deforestation [Type]"
"Sainte-Victoire-de-Sorel",2,5.04,"Deforestation [Type]"
"Salaberry-de-Valleyfield",1,122.04,"Agricultural Expansion [Type]"
"Salaberry-de-Valleyfield",2,4.05,"Agricultural Expansion [Type]"
"Salaberry-de-Valleyfield",1,149.4,"Agricultural Loss [Type]"
"Salaberry-de-Valleyfield",2,160.11,"Agricultural Loss [Type]"
"Salaberry-de-Valleyfield",1,70.02,"Deforestation [Type]"
"Salaberry-de-Valleyfield",2,16.65,"Deforestation [Type]"
"Shefford",1,306.81,"Agricultural Expansion [Type]"
"Shefford",2,11.16,"Agricultural Expansion [Type]"
"Shefford",1,41.67,"Agricultural Loss [Type]"
"Shefford",2,47.61,"Agricultural Loss [Type]"
"Shefford",1,126.27,"Deforestation [Type]"
"Shefford",2,467.91,"Deforestation [Type]"
"Sorel-Tracy",1,36,"Agricultural Expansion [Type]"
"Sorel-Tracy",2,4.32,"Agricultural Expansion [Type]"
"Sorel-Tracy",1,43.2,"Agricultural Loss [Type]"
"Sorel-Tracy",2,66.15,"Agricultural Loss [Type]"
"Sorel-Tracy",1,228.51,"Deforestation [Type]"
"Sorel-Tracy",2,93.6,"Deforestation [Type]"
"Stanbridge East",1,12.15,"Agricultural Expansion [Type]"
"Stanbridge East",2,1.35,"Agricultural Expansion [Type]"
"Stanbridge East",1,19.44,"Agricultural Loss [Type]"
"Stanbridge East",2,10.44,"Agricultural Loss [Type]"
"Stanbridge East",1,8.82,"Deforestation [Type]"
"Stanbridge East",2,3.15,"Deforestation [Type]"
"Stanbridge Station",1,2.97,"Agricultural Expansion [Type]"
"Stanbridge Station",2,0.36,"Agricultural Expansion [Type]"
"Stanbridge Station",1,8.91,"Agricultural Loss [Type]"
"Stanbridge Station",2,4.14,"Agricultural Loss [Type]"
"Stanbridge Station",1,3.51,"Deforestation [Type]"
"Stanbridge Station",2,5.67,"Deforestation [Type]"
"Sutton",1,52.92,"Agricultural Expansion [Type]"
"Sutton",2,9.54,"Agricultural Expansion [Type]"
"Sutton",1,41.13,"Agricultural Loss [Type]"
"Sutton",2,33.48,"Agricultural Loss [Type]"
"Sutton",1,75.6,"Deforestation [Type]"
"Sutton",2,145.89,"Deforestation [Type]"
"Terrasse-Vaudreuil",1,0,"Agricultural Expansion [Type]"
"Terrasse-Vaudreuil",2,0,"Agricultural Expansion [Type]"
"Terrasse-Vaudreuil",1,0,"Agricultural Loss [Type]"
"Terrasse-Vaudreuil",2,0,"Agricultural Loss [Type]"
"Terrasse-Vaudreuil",1,0.99,"Deforestation [Type]"
"Terrasse-Vaudreuil",2,3.42,"Deforestation [Type]"
"Très-Saint-Rédempteur",1,19.44,"Agricultural Expansion [Type]"
"Très-Saint-Rédempteur",2,0.9,"Agricultural Expansion [Type]"
"Très-Saint-Rédempteur",1,7.47,"Agricultural Loss [Type]"
"Très-Saint-Rédempteur",2,3.6,"Agricultural Loss [Type]"
"Très-Saint-Rédempteur",1,10.62,"Deforestation [Type]"
"Très-Saint-Rédempteur",2,31.14,"Deforestation [Type]"
"Très-Saint-Sacrement",1,97.02,"Agricultural Expansion [Type]"
"Très-Saint-Sacrement",2,2.88,"Agricultural Expansion [Type]"
"Très-Saint-Sacrement",1,1.17,"Agricultural Loss [Type]"
"Très-Saint-Sacrement",2,6.48,"Agricultural Loss [Type]"
"Très-Saint-Sacrement",1,1.17,"Deforestation [Type]"
"Très-Saint-Sacrement",2,0.09,"Deforestation [Type]"
"Upton",1,105.39,"Agricultural Expansion [Type]"
"Upton",2,1.17,"Agricultural Expansion [Type]"
"Upton",1,5.49,"Agricultural Loss [Type]"
"Upton",2,23.94,"Agricultural Loss [Type]"
"Upton",1,4.23,"Deforestation [Type]"
"Upton",2,13.68,"Deforestation [Type]"
"Varennes",1,18.18,"Agricultural Expansion [Type]"
"Varennes",2,0.81,"Agricultural Expansion [Type]"
"Varennes",1,98.46,"Agricultural Loss [Type]"
"Varennes",2,106.92,"Agricultural Loss [Type]"
"Varennes",1,15.66,"Deforestation [Type]"
"Varennes",2,2.07,"Deforestation [Type]"
"Vaudreuil-Dorion",1,24.3,"Agricultural Expansion [Type]"
"Vaudreuil-Dorion",2,1.35,"Agricultural Expansion [Type]"
"Vaudreuil-Dorion",1,141.21,"Agricultural Loss [Type]"
"Vaudreuil-Dorion",2,450.9,"Agricultural Loss [Type]"
"Vaudreuil-Dorion",1,46.53,"Deforestation [Type]"
"Vaudreuil-Dorion",2,94.14,"Deforestation [Type]"
"Vaudreuil-sur-le-Lac",1,0,"Agricultural Expansion [Type]"
"Vaudreuil-sur-le-Lac",2,0,"Agricultural Expansion [Type]"
"Vaudreuil-sur-le-Lac",1,0.09,"Agricultural Loss [Type]"
"Vaudreuil-sur-le-Lac",2,13.41,"Agricultural Loss [Type]"
"Vaudreuil-sur-le-Lac",1,1.89,"Deforestation [Type]"
"Vaudreuil-sur-le-Lac",2,14.4,"Deforestation [Type]"
"Venise-en-Québec",1,2.34,"Agricultural Expansion [Type]"
"Venise-en-Québec",2,0,"Agricultural Expansion [Type]"
"Venise-en-Québec",1,6.48,"Agricultural Loss [Type]"
"Venise-en-Québec",2,21.51,"Agricultural Loss [Type]"
"Venise-en-Québec",1,7.65,"Deforestation [Type]"
"Venise-en-Québec",2,20.25,"Deforestation [Type]"
"Verchères",1,10.89,"Agricultural Expansion [Type]"
"Verchères",2,0,"Agricultural Expansion [Type]"
"Verchères",1,20.16,"Agricultural Loss [Type]"
"Verchères",2,40.59,"Agricultural Loss [Type]"
"Verchères",1,22.59,"Deforestation [Type]"
"Verchères",2,1.26,"Deforestation [Type]"
"Warden",1,38.88,"Agricultural Expansion [Type]"
"Warden",2,0.36,"Agricultural Expansion [Type]"
"Warden",1,1.71,"Agricultural Loss [Type]"
"Warden",2,0,"Agricultural Loss [Type]"
"Warden",1,5.4,"Deforestation [Type]"
"Warden",2,2.16,"Deforestation [Type]"
"Waterloo",1,26.19,"Agricultural Expansion [Type]"
"Waterloo",2,0.99,"Agricultural Expansion [Type]"
"Waterloo",1,2.61,"Agricultural Loss [Type]"
"Waterloo",2,7.2,"Agricultural Loss [Type]"
"Waterloo",1,18.72,"Deforestation [Type]"
"Waterloo",2,17.91,"Deforestation [Type]"
"Yamaska",1,99.18,"Agricultural Expansion [Type]"
"Yamaska",2,3.96,"Agricultural Expansion [Type]"
"Yamaska",1,5.58,"Agricultural Loss [Type]"
"Yamaska",2,27.9,"Agricultural Loss [Type]"
"Yamaska",1,3.96,"Deforestation [Type]"
"Yamaska",2,0.72,"Deforestation [Type]"
"Abercorn",3,7.11,"Agricultural Expansion [Type]"
"Abercorn",3,11.97,"Agricultural Loss [Type]"
"Abercorn",3,10.485,"Deforestation [Type]"
"Acton Vale",3,50.58,"Agricultural Expansion [Type]"
"Acton Vale",3,50.85,"Agricultural Loss [Type]"
"Acton Vale",3,70.335,"Deforestation [Type]"
"Akwesasne",3,0.135,"Agricultural Expansion [Type]"
"Akwesasne",3,5.49,"Agricultural Loss [Type]"
"Akwesasne",3,4.455,"Deforestation [Type]"
"Ange-Gardien",3,104.625,"Agricultural Expansion [Type]"
"Ange-Gardien",3,20.385,"Agricultural Loss [Type]"
"Ange-Gardien",3,5.085,"Deforestation [Type]"
"Beauharnois",3,45.945,"Agricultural Expansion [Type]"
"Beauharnois",3,47.115,"Agricultural Loss [Type]"
"Beauharnois",3,35.55,"Deforestation [Type]"
"Bedford",3,5.085,"Agricultural Expansion [Type]"
"Bedford",3,17.685,"Agricultural Loss [Type]"
"Bedford",3,8.685,"Deforestation [Type]"
"Beloeil",3,2.43,"Agricultural Expansion [Type]"
"Beloeil",3,75.6,"Agricultural Loss [Type]"
"Beloeil",3,1.89,"Deforestation [Type]"
"Béthanie",3,123.615,"Agricultural Expansion [Type]"
"Béthanie",3,4.77,"Agricultural Loss [Type]"
"Béthanie",3,6.93,"Deforestation [Type]"
"Bolton-Ouest",3,62.145,"Agricultural Expansion [Type]"
"Bolton-Ouest",3,16.515,"Agricultural Loss [Type]"
"Bolton-Ouest",3,121.23,"Deforestation [Type]"
"Boucherville",3,31.635,"Agricultural Expansion [Type]"
"Boucherville",3,214.875,"Agricultural Loss [Type]"
"Boucherville",3,70.335,"Deforestation [Type]"
"Brigham",3,119.25,"Agricultural Expansion [Type]"
"Brigham",3,45.315,"Agricultural Loss [Type]"
"Brigham",3,53.685,"Deforestation [Type]"
"Brome",3,8.415,"Agricultural Expansion [Type]"
"Brome",3,1.08,"Agricultural Loss [Type]"
"Brome",3,3.96,"Deforestation [Type]"
"Bromont",3,124.38,"Agricultural Expansion [Type]"
"Bromont",3,66.915,"Agricultural Loss [Type]"
"Bromont",3,245.97,"Deforestation [Type]"
"Brossard",3,16.2,"Agricultural Expansion [Type]"
"Brossard",3,193.77,"Agricultural Loss [Type]"
"Brossard",3,36.495,"Deforestation [Type]"
"Calixa-Lavallée",3,3.51,"Agricultural Expansion [Type]"
"Calixa-Lavallée",3,3.915,"Agricultural Loss [Type]"
"Calixa-Lavallée",3,0.045,"Deforestation [Type]"
"Candiac",3,7.065,"Agricultural Expansion [Type]"
"Candiac",3,70.875,"Agricultural Loss [Type]"
"Candiac",3,72.45,"Deforestation [Type]"
"Carignan",3,36.585,"Agricultural Expansion [Type]"
"Carignan",3,61.335,"Agricultural Loss [Type]"
"Carignan",3,60.57,"Deforestation [Type]"
"Chambly",3,13.275,"Agricultural Expansion [Type]"
"Chambly",3,89.1,"Agricultural Loss [Type]"
"Chambly",3,40.14,"Deforestation [Type]"
"Châteauguay",3,4.095,"Agricultural Expansion [Type]"
"Châteauguay",3,65.295,"Agricultural Loss [Type]"
"Châteauguay",3,46.53,"Deforestation [Type]"
"Contrecoeur",3,22.23,"Agricultural Expansion [Type]"
"Contrecoeur",3,31.365,"Agricultural Loss [Type]"
"Contrecoeur",3,57.555,"Deforestation [Type]"
"Coteau-du-Lac",3,13.95,"Agricultural Expansion [Type]"
"Coteau-du-Lac",3,64.935,"Agricultural Loss [Type]"
"Coteau-du-Lac",3,33.75,"Deforestation [Type]"
"Cowansville",3,25.38,"Agricultural Expansion [Type]"
"Cowansville",3,30.87,"Agricultural Loss [Type]"
"Cowansville",3,73.395,"Deforestation [Type]"
"Delson",3,0.27,"Agricultural Expansion [Type]"
"Delson",3,37.17,"Agricultural Loss [Type]"
"Delson",3,22.095,"Deforestation [Type]"
"Dundee",3,137.88,"Agricultural Expansion [Type]"
"Dundee",3,9.765,"Agricultural Loss [Type]"
"Dundee",3,0.81,"Deforestation [Type]"
"Dunham",3,76.725,"Agricultural Expansion [Type]"
"Dunham",3,57.24,"Agricultural Loss [Type]"
"Dunham",3,85.185,"Deforestation [Type]"
"East Farnham",3,6.255,"Agricultural Expansion [Type]"
"East Farnham",3,1.44,"Agricultural Loss [Type]"
"East Farnham",3,5.895,"Deforestation [Type]"
"Elgin",3,61.515,"Agricultural Expansion [Type]"
"Elgin",3,4.14,"Agricultural Loss [Type]"
"Elgin",3,0.63,"Deforestation [Type]"
"Farnham",3,68.58,"Agricultural Expansion [Type]"
"Farnham",3,47.97,"Agricultural Loss [Type]"
"Farnham",3,58.545,"Deforestation [Type]"
"Franklin",3,109.395,"Agricultural Expansion [Type]"
"Franklin",3,4.23,"Agricultural Loss [Type]"
"Franklin",3,3.15,"Deforestation [Type]"
"Frelighsburg",3,23.355,"Agricultural Expansion [Type]"
"Frelighsburg",3,20.88,"Agricultural Loss [Type]"
"Frelighsburg",3,31.005,"Deforestation [Type]"
"Godmanchester",3,168.75,"Agricultural Expansion [Type]"
"Godmanchester",3,12.51,"Agricultural Loss [Type]"
"Godmanchester",3,3.24,"Deforestation [Type]"
"Granby",3,101.295,"Agricultural Expansion [Type]"
"Granby",3,140.04,"Agricultural Loss [Type]"
"Granby",3,245.7,"Deforestation [Type]"
"Havelock",3,47.655,"Agricultural Expansion [Type]"
"Havelock",3,5.04,"Agricultural Loss [Type]"
"Havelock",3,12.465,"Deforestation [Type]"
"Hemmingford",3,86.67,"Agricultural Expansion [Type]"
"Hemmingford",3,9.945,"Agricultural Loss [Type]"
"Hemmingford",3,12.825,"Deforestation [Type]"
"Henryville",3,4.905,"Agricultural Expansion [Type]"
"Henryville",3,12.42,"Agricultural Loss [Type]"
"Henryville",3,0.855,"Deforestation [Type]"
"Hinchinbrooke",3,154.755,"Agricultural Expansion [Type]"
"Hinchinbrooke",3,25.2,"Agricultural Loss [Type]"
"Hinchinbrooke",3,38.295,"Deforestation [Type]"
"Howick",3,0.09,"Agricultural Expansion [Type]"
"Howick",3,3.375,"Agricultural Loss [Type]"
"Howick",3,0.045,"Deforestation [Type]"
"Hudson",3,7.38,"Agricultural Expansion [Type]"
"Hudson",3,15.66,"Agricultural Loss [Type]"
"Hudson",3,95.265,"Deforestation [Type]"
"Huntingdon",3,0.225,"Agricultural Expansion [Type]"
"Huntingdon",3,11.25,"Agricultural Loss [Type]"
"Huntingdon",3,0.675,"Deforestation [Type]"
"Kahnawake",3,17.37,"Agricultural Expansion [Type]"
"Kahnawake",3,23.175,"Agricultural Loss [Type]"
"Kahnawake",3,64.845,"Deforestation [Type]"
"L'Île-Cadieux",3,0,"Agricultural Expansion [Type]"
"L'Île-Cadieux",3,0,"Agricultural Loss [Type]"
"L'Île-Cadieux",3,0,"Deforestation [Type]"
"L'Île-Perrot",3,0,"Agricultural Expansion [Type]"
"L'Île-Perrot",3,0.72,"Agricultural Loss [Type]"
"L'Île-Perrot",3,31.545,"Deforestation [Type]"
"La Prairie",3,27.405,"Agricultural Expansion [Type]"
"La Prairie",3,40.545,"Agricultural Loss [Type]"
"La Prairie",3,37.935,"Deforestation [Type]"
"La Présentation",3,40.32,"Agricultural Expansion [Type]"
"La Présentation",3,6.795,"Agricultural Loss [Type]"
"La Présentation",3,5.175,"Deforestation [Type]"
"Lac-Brome",3,163.845,"Agricultural Expansion [Type]"
"Lac-Brome",3,50.805,"Agricultural Loss [Type]"
"Lac-Brome",3,213.525,"Deforestation [Type]"
"Lacolle",3,13.05,"Agricultural Expansion [Type]"
"Lacolle",3,16.245,"Agricultural Loss [Type]"
"Lacolle",3,1.305,"Deforestation [Type]"
"Léry",3,4.5,"Agricultural Expansion [Type]"
"Léry",3,5.31,"Agricultural Loss [Type]"
"Léry",3,7.11,"Deforestation [Type]"
"Les Cèdres",3,19.305,"Agricultural Expansion [Type]"
"Les Cèdres",3,106.83,"Agricultural Loss [Type]"
"Les Cèdres",3,25.155,"Deforestation [Type]"
"Les Coteaux",3,8.685,"Agricultural Expansion [Type]"
"Les Coteaux",3,29.205,"Agricultural Loss [Type]"
"Les Coteaux",3,22.455,"Deforestation [Type]"
"Longueuil",3,35.775,"Agricultural Expansion [Type]"
"Longueuil",3,133.695,"Agricultural Loss [Type]"
"Longueuil",3,145.305,"Deforestation [Type]"
"Marieville",3,40.86,"Agricultural Expansion [Type]"
"Marieville",3,54.09,"Agricultural Loss [Type]"
"Marieville",3,2.79,"Deforestation [Type]"
"Massueville",3,1.08,"Agricultural Expansion [Type]"
"Massueville",3,3.825,"Agricultural Loss [Type]"
"Massueville",3,0.81,"Deforestation [Type]"
"McMasterville",3,0.045,"Agricultural Expansion [Type]"
"McMasterville",3,22.905,"Agricultural Loss [Type]"
"McMasterville",3,1.98,"Deforestation [Type]"
"Mercier",3,22.725,"Agricultural Expansion [Type]"
"Mercier",3,66.915,"Agricultural Loss [Type]"
"Mercier",3,11.835,"Deforestation [Type]"
"Mont-Saint-Grégoire",3,44.37,"Agricultural Expansion [Type]"
"Mont-Saint-Grégoire",3,28.53,"Agricultural Loss [Type]"
"Mont-Saint-Grégoire",3,1.485,"Deforestation [Type]"
"Mont-Saint-Hilaire",3,14.85,"Agricultural Expansion [Type]"
"Mont-Saint-Hilaire",3,100.26,"Agricultural Loss [Type]"
"Mont-Saint-Hilaire",3,81.09,"Deforestation [Type]"
"Napierville",3,0.09,"Agricultural Expansion [Type]"
"Napierville",3,16.83,"Agricultural Loss [Type]"
"Napierville",3,3.96,"Deforestation [Type]"
"Notre-Dame-de-l'Île-Perrot",3,2.205,"Agricultural Expansion [Type]"
"Notre-Dame-de-l'Île-Perrot",3,31.68,"Agricultural Loss [Type]"
"Notre-Dame-de-l'Île-Perrot",3,58.545,"Deforestation [Type]"
"Notre-Dame-de-Stanbridge",3,2.205,"Agricultural Expansion [Type]"
"Notre-Dame-de-Stanbridge",3,7.02,"Agricultural Loss [Type]"
"Notre-Dame-de-Stanbridge",3,0.405,"Deforestation [Type]"
"Noyan",3,11.295,"Agricultural Expansion [Type]"
"Noyan",3,38.25,"Agricultural Loss [Type]"
"Noyan",3,10.98,"Deforestation [Type]"
"Ormstown",3,104.625,"Agricultural Expansion [Type]"
"Ormstown",3,15.39,"Agricultural Loss [Type]"
"Ormstown",3,6.345,"Deforestation [Type]"
"Otterburn Park",3,1.485,"Agricultural Expansion [Type]"
"Otterburn Park",3,7.965,"Agricultural Loss [Type]"
"Otterburn Park",3,26.73,"Deforestation [Type]"
"Pike River",3,1.395,"Agricultural Expansion [Type]"
"Pike River",3,6.615,"Agricultural Loss [Type]"
"Pike River",3,2.07,"Deforestation [Type]"
"Pincourt",3,0,"Agricultural Expansion [Type]"
"Pincourt",3,2.655,"Agricultural Loss [Type]"
"Pincourt",3,62.145,"Deforestation [Type]"
"Pointe-des-Cascades",3,0.81,"Agricultural Expansion [Type]"
"Pointe-des-Cascades",3,3.51,"Agricultural Loss [Type]"
"Pointe-des-Cascades",3,7.065,"Deforestation [Type]"
"Pointe-Fortune",3,7.605,"Agricultural Expansion [Type]"
"Pointe-Fortune",3,4.815,"Agricultural Loss [Type]"
"Pointe-Fortune",3,9.945,"Deforestation [Type]"
"Richelieu",3,19.8,"Agricultural Expansion [Type]"
"Richelieu",3,17.73,"Agricultural Loss [Type]"
"Richelieu",3,2.79,"Deforestation [Type]"
"Rigaud",3,18.405,"Agricultural Expansion [Type]"
"Rigaud",3,72.945,"Agricultural Loss [Type]"
"Rigaud",3,108,"Deforestation [Type]"
"Rivière-Beaudette",3,8.37,"Agricultural Expansion [Type]"
"Rivière-Beaudette",3,31.05,"Agricultural Loss [Type]"
"Rivière-Beaudette",3,29.61,"Deforestation [Type]"
"Rougemont",3,27.495,"Agricultural Expansion [Type]"
"Rougemont",3,8.955,"Agricultural Loss [Type]"
"Rougemont",3,5.625,"Deforestation [Type]"
"Roxton",3,89.28,"Agricultural Expansion [Type]"
"Roxton",3,14.76,"Agricultural Loss [Type]"
"Roxton",3,11.205,"Deforestation [Type]"
"Roxton Falls",3,1.62,"Agricultural Expansion [Type]"
"Roxton Falls",3,7.695,"Agricultural Loss [Type]"
"Roxton Falls",3,9,"Deforestation [Type]"
"Roxton Pond",3,102.015,"Agricultural Expansion [Type]"
"Roxton Pond",3,8.46,"Agricultural Loss [Type]"
"Roxton Pond",3,36.315,"Deforestation [Type]"
"Saint-Aimé",3,38.835,"Agricultural Expansion [Type]"
"Saint-Aimé",3,8.055,"Agricultural Loss [Type]"
"Saint-Aimé",3,0.585,"Deforestation [Type]"
"Saint-Alexandre",3,24.3,"Agricultural Expansion [Type]"
"Saint-Alexandre",3,7.56,"Agricultural Loss [Type]"
"Saint-Alexandre",3,4.545,"Deforestation [Type]"
"Saint-Alphonse-de-Granby",3,47.205,"Agricultural Expansion [Type]"
"Saint-Alphonse-de-Granby",3,14.445,"Agricultural Loss [Type]"
"Saint-Alphonse-de-Granby",3,102.375,"Deforestation [Type]"
"Saint-Amable",3,22.545,"Agricultural Expansion [Type]"
"Saint-Amable",3,62.73,"Agricultural Loss [Type]"
"Saint-Amable",3,20.25,"Deforestation [Type]"
"Saint-Anicet",3,81.675,"Agricultural Expansion [Type]"
"Saint-Anicet",3,53.775,"Agricultural Loss [Type]"
"Saint-Anicet",3,36.45,"Deforestation [Type]"
"Saint-Antoine-sur-Richelieu",3,28.845,"Agricultural Expansion [Type]"
"Saint-Antoine-sur-Richelieu",3,10.215,"Agricultural Loss [Type]"
"Saint-Antoine-sur-Richelieu",3,0.54,"Deforestation [Type]"
"Saint-Armand",3,33.885,"Agricultural Expansion [Type]"
"Saint-Armand",3,15.975,"Agricultural Loss [Type]"
"Saint-Armand",3,24.57,"Deforestation [Type]"
"Saint-Barnabé-Sud",3,19.8,"Agricultural Expansion [Type]"
"Saint-Barnabé-Sud",3,1.305,"Agricultural Loss [Type]"
"Saint-Barnabé-Sud",3,0.135,"Deforestation [Type]"
"Saint-Basile-le-Grand",3,11.79,"Agricultural Expansion [Type]"
"Saint-Basile-le-Grand",3,88.695,"Agricultural Loss [Type]"
"Saint-Basile-le-Grand",3,7.38,"Deforestation [Type]"
"Saint-Bernard-de-Lacolle",3,15.21,"Agricultural Expansion [Type]"
"Saint-Bernard-de-Lacolle",3,30.51,"Agricultural Loss [Type]"
