"SecondaryStratumID","TransitionGroupID","Timestep","Amount"
"Saint-Paul-d'Abbotsford","Deforestation [Type]",3,7.695
"Saint-Paul-de-l'Île-aux-Noix","Agricultural Expansion [Type]",3,0.09
"Saint-Paul-de-l'Île-aux-Noix","Agricultural Loss [Type]",3,25.425
"Saint-Paul-de-l'Île-aux-Noix","Deforestation [Type]",3,5.22
"Saint-Philippe","Agricultural Expansion [Type]",3,14.4
"Saint-Philippe","Agricultural Loss [Type]",3,43.605
"Saint-Philippe","Deforestation [Type]",3,3.735
"Saint-Pie","Agricultural Expansion [Type]",3,63.945
"Saint-Pie","Agricultural Loss [Type]",3,43.065
"Saint-Pie","Deforestation [Type]",3,10.215
"Saint-Polycarpe","Agricultural Expansion [Type]",3,9.45
"Saint-Polycarpe","Agricultural Loss [Type]",3,33.435
"Saint-Polycarpe","Deforestation [Type]",3,1.44
"Saint-Rémi","Agricultural Expansion [Type]",3,57.375
"Saint-Rémi","Agricultural Loss [Type]",3,42.705
"Saint-Rémi","Deforestation [Type]",3,2.655
"Saint-Robert","Agricultural Expansion [Type]",3,34.29
"Saint-Robert","Agricultural Loss [Type]",3,12.33
"Saint-Robert","Deforestation [Type]",3,3.78
"Saint-Roch-de-Richelieu","Agricultural Expansion [Type]",3,14.22
"Saint-Roch-de-Richelieu","Agricultural Loss [Type]",3,10.665
"Saint-Roch-de-Richelieu","Deforestation [Type]",3,17.055
"Saint-Sébastien","Agricultural Expansion [Type]",3,3.015
"Saint-Sébastien","Agricultural Loss [Type]",3,5.175
"Saint-Sébastien","Deforestation [Type]",3,0
"Saint-Simon","Agricultural Expansion [Type]",3,24.345
"Saint-Simon","Agricultural Loss [Type]",3,11.565
"Saint-Simon","Deforestation [Type]",3,1.845
"Saint-Stanislas-de-Kostka","Agricultural Expansion [Type]",3,51.75
"Saint-Stanislas-de-Kostka","Agricultural Loss [Type]",3,34.245
"Saint-Stanislas-de-Kostka","Deforestation [Type]",3,17.415
"Saint-Télesphore","Agricultural Expansion [Type]",3,18.045
"Saint-Télesphore","Agricultural Loss [Type]",3,14.445
"Saint-Télesphore","Deforestation [Type]",3,4.545
"Saint-Théodore-d'Acton","Agricultural Expansion [Type]",3,50.625
"Saint-Théodore-d'Acton","Agricultural Loss [Type]",3,14.67
"Saint-Théodore-d'Acton","Deforestation [Type]",3,11.205
"Saint-Urbain-Premier","Agricultural Expansion [Type]",3,44.955
"Saint-Urbain-Premier","Agricultural Loss [Type]",3,18
"Saint-Urbain-Premier","Deforestation [Type]",3,0.855
"Saint-Valentin","Agricultural Expansion [Type]",3,0.675
"Saint-Valentin","Agricultural Loss [Type]",3,1.17
"Saint-Valentin","Deforestation [Type]",3,0
"Saint-Valérien-de-Milton","Agricultural Expansion [Type]",3,56.61
"Saint-Valérien-de-Milton","Agricultural Loss [Type]",3,15.165
"Saint-Valérien-de-Milton","Deforestation [Type]",3,4.185
"Saint-Zotique","Agricultural Expansion [Type]",3,5.4
"Saint-Zotique","Agricultural Loss [Type]",3,31.32
"Saint-Zotique","Deforestation [Type]",3,33.48
"Sainte-Angèle-de-Monnoir","Agricultural Expansion [Type]",3,17.505
"Sainte-Angèle-de-Monnoir","Agricultural Loss [Type]",3,7.605
"Sainte-Angèle-de-Monnoir","Deforestation [Type]",3,0.585
"Sainte-Anne-de-Sabrevois","Agricultural Expansion [Type]",3,5.805
"Sainte-Anne-de-Sabrevois","Agricultural Loss [Type]",3,40.32
"Sainte-Anne-de-Sabrevois","Deforestation [Type]",3,8.145
"Sainte-Anne-de-Sorel","Agricultural Expansion [Type]",3,6.21
"Sainte-Anne-de-Sorel","Agricultural Loss [Type]",3,20.565
"Sainte-Anne-de-Sorel","Deforestation [Type]",3,4.14
"Sainte-Barbe","Agricultural Expansion [Type]",3,19.71
"Sainte-Barbe","Agricultural Loss [Type]",3,26.145
"Sainte-Barbe","Deforestation [Type]",3,11.385
"Sainte-Brigide-d'Iberville","Agricultural Expansion [Type]",3,36.63
"Sainte-Brigide-d'Iberville","Agricultural Loss [Type]",3,15.66
"Sainte-Brigide-d'Iberville","Deforestation [Type]",3,1.665
"Sainte-Catherine","Agricultural Expansion [Type]",3,2.16
"Sainte-Catherine","Agricultural Loss [Type]",3,15.885
"Sainte-Catherine","Deforestation [Type]",3,13.68
"Sainte-Cécile-de-Milton","Agricultural Expansion [Type]",3,68.175
"Sainte-Cécile-de-Milton","Agricultural Loss [Type]",3,13.905
"Sainte-Cécile-de-Milton","Deforestation [Type]",3,11.43
"Sainte-Christine","Agricultural Expansion [Type]",3,86.715
"Sainte-Christine","Agricultural Loss [Type]",3,9.09
"Sainte-Christine","Deforestation [Type]",3,8.64
"Sainte-Clotilde","Agricultural Expansion [Type]",3,92.475
"Sainte-Clotilde","Agricultural Loss [Type]",3,14.985
"Sainte-Clotilde","Deforestation [Type]",3,14.76
"Sainte-Hélène-de-Bagot","Agricultural Expansion [Type]",3,50.715
"Sainte-Hélène-de-Bagot","Agricultural Loss [Type]",3,23.895
"Sainte-Hélène-de-Bagot","Deforestation [Type]",3,4.275
"Sainte-Julie","Agricultural Expansion [Type]",3,11.88
"Sainte-Julie","Agricultural Loss [Type]",3,121.5
"Sainte-Julie","Deforestation [Type]",3,10.215
"Sainte-Justine-de-Newton","Agricultural Expansion [Type]",3,22.365
"Sainte-Justine-de-Newton","Agricultural Loss [Type]",3,3.06
"Sainte-Justine-de-Newton","Deforestation [Type]",3,0.81
"Sainte-Madeleine","Agricultural Expansion [Type]",3,1.485
"Sainte-Madeleine","Agricultural Loss [Type]",3,6.03
"Sainte-Madeleine","Deforestation [Type]",3,1.395
"Sainte-Marie-Madeleine","Agricultural Expansion [Type]",3,15.84
"Sainte-Marie-Madeleine","Agricultural Loss [Type]",3,8.28
"Sainte-Marie-Madeleine","Deforestation [Type]",3,32.985
"Sainte-Marthe","Agricultural Expansion [Type]",3,8.01
"Sainte-Marthe","Agricultural Loss [Type]",3,3.69
"Sainte-Marthe","Deforestation [Type]",3,4.5
"Sainte-Martine","Agricultural Expansion [Type]",3,8.055
"Sainte-Martine","Agricultural Loss [Type]",3,44.55
"Sainte-Martine","Deforestation [Type]",3,1.89
"Sainte-Sabine","Agricultural Expansion [Type]",3,46.395
"Sainte-Sabine","Agricultural Loss [Type]",3,12.285
"Sainte-Sabine","Deforestation [Type]",3,15.39
"Sainte-Victoire-de-Sorel","Agricultural Expansion [Type]",3,36.675
"Sainte-Victoire-de-Sorel","Agricultural Loss [Type]",3,25.47
"Sainte-Victoire-de-Sorel","Deforestation [Type]",3,10.98
"Salaberry-de-Valleyfield","Agricultural Expansion [Type]",3,63.045
"Salaberry-de-Valleyfield","Agricultural Loss [Type]",3,154.755
"Salaberry-de-Valleyfield","Deforestation [Type]",3,43.335
"Shefford","Agricultural Expansion [Type]",3,158.985
"Shefford","Agricultural Loss [Type]",3,44.64
"Shefford","Deforestation [Type]",3,297.09
"Sorel-Tracy","Agricultural Expansion [Type]",3,20.16
"Sorel-Tracy","Agricultural Loss [Type]",3,54.675
"Sorel-Tracy","Deforestation [Type]",3,161.055
"Stanbridge East","Agricultural Expansion [Type]",3,6.75
"Stanbridge East","Agricultural Loss [Type]",3,14.94
"Stanbridge East","Deforestation [Type]",3,5.985
"Stanbridge Station","Agricultural Expansion [Type]",3,1.665
"Stanbridge Station","Agricultural Loss [Type]",3,6.525
"Stanbridge Station","Deforestation [Type]",3,4.59
"Sutton","Agricultural Expansion [Type]",3,31.23
"Sutton","Agricultural Loss [Type]",3,37.305
"Sutton","Deforestation [Type]",3,110.745
"Terrasse-Vaudreuil","Agricultural Expansion [Type]",3,0
"Terrasse-Vaudreuil","Agricultural Loss [Type]",3,0
"Terrasse-Vaudreuil","Deforestation [Type]",3,2.205
"Très-Saint-Rédempteur","Agricultural Expansion [Type]",3,10.17
"Très-Saint-Rédempteur","Agricultural Loss [Type]",3,5.535
"Très-Saint-Rédempteur","Deforestation [Type]",3,20.88
"Très-Saint-Sacrement","Agricultural Expansion [Type]",3,49.95
"Très-Saint-Sacrement","Agricultural Loss [Type]",3,3.825
"Très-Saint-Sacrement","Deforestation [Type]",3,0.63
"Upton","Agricultural Expansion [Type]",3,53.28
"Upton","Agricultural Loss [Type]",3,14.715
"Upton","Deforestation [Type]",3,8.955
"Varennes","Agricultural Expansion [Type]",3,9.495
"Varennes","Agricultural Loss [Type]",3,102.69
"Varennes","Deforestation [Type]",3,8.865
"Vaudreuil-Dorion","Agricultural Expansion [Type]",3,12.825
"Vaudreuil-Dorion","Agricultural Loss [Type]",3,296.055
"Vaudreuil-Dorion","Deforestation [Type]",3,70.335
"Vaudreuil-sur-le-Lac","Agricultural Expansion [Type]",3,0
"Vaudreuil-sur-le-Lac","Agricultural Loss [Type]",3,6.75
"Vaudreuil-sur-le-Lac","Deforestation [Type]",3,8.145
"Venise-en-Québec","Agricultural Expansion [Type]",3,1.17
"Venise-en-Québec","Agricultural Loss [Type]",3,13.995
"Venise-en-Québec","Deforestation [Type]",3,13.95
"Verchères","Agricultural Expansion [Type]",3,5.445
"Verchères","Agricultural Loss [Type]",3,30.375
"Verchères","Deforestation [Type]",3,11.925
"Warden","Agricultural Expansion [Type]",3,19.62
"Warden","Agricultural Loss [Type]",3,0.855
"Warden","Deforestation [Type]",3,3.78
"Waterloo","Agricultural Expansion [Type]",3,13.59
"Waterloo","Agricultural Loss [Type]",3,4.905
"Waterloo","Deforestation [Type]",3,18.315
"Yamaska","Agricultural Expansion [Type]",3,51.57
"Yamaska","Agricultural Loss [Type]",3,16.74
"Yamaska","Deforestation [Type]",3,2.34
